,Name,CMP,P/E,Mar Cap,Div Yld,NP Qtr,Qtr Profit Var,Sales Qtr,Qtr Sales Var,ROCE,PAT Ann,ROE,ROA
226,K P R Mill Ltd,511.35,23.38,17596.44,0.18,242.22,115.23,1211.34,28.6,25.36,512.38,24.31,16.71
227,AIA Engineering,1851.05,30.3,17483.24,0.49,137.59,-4.43,885.17,19.24,17.02,566.12,14.25,12.11
228,Guj.St.Petronet,304.15,9.55,17143.34,0.66,398.4,-20.09,4085.12,37.06,37.58,1606.77,28.5,15.93
229,G R Infraproject,1769.4,17.91,17109.11,0.0,188.6,9.63,1882.38,48.21,22.92,955.34,27.27,10.67
230,Aditya AMC,577.0,31.57,16617.6,0.97,173.07,37.98,331.97,30.12,44.65,526.33,34.84,29.6
231,Chambal Fert.,398.45,10.76,16575.38,1.88,505.92,15.76,4478.61,12.33,20.18,1419.57,30.57,12.1
232,Alkyl Amines,3230.4,53.23,16485.18,0.31,54.09,-17.38,348.69,19.71,55.8,296.21,44.58,30.72
233,Metropolis Healt,3122.3,66.05,15953.42,0.26,58.27,-3.33,302.62,4.95,36.22,182.56,29.68,20.88
234,Sheela Foam,3256.15,61.39,15877.56,0.0,76.4,10.77,785.64,29.25,23.46,225.0,21.39,12.22
235,DCM Shriram,1011.5,19.68,15772.78,0.92,158.5,33.18,2144.8,4.78,16.27,665.93,15.29,8.37
236,C D S L,1502.45,61.52,15700.6,0.6,85.92,76.25,145.97,63.63,32.42,200.34,25.02,20.68
237,UCO Bank,13.1,37.03,15650.27,0.0,205.39,581.91,3719.79,2.91,3.8,67.69,0.35,0.03
238,Alembic Pharma,791.9,17.74,15557.14,1.77,169.29,-49.22,1292.32,-11.31,26.01,1178.11,28.23,17.98
239,Aptus Value Hou.,311.05,70.73,15407.57,0.0,69.14,29.86,163.48,25.45,12.2,217.85,12.24,5.73
240,WABCO India,8113.6,100.16,15393.65,0.14,32.25,-8.15,616.53,47.25,6.85,90.21,4.64,3.86
241,Blue Dart Expres,6447.2,46.99,15316.36,0.23,90.55,71.04,1123.61,29.66,24.68,115.87,21.4,4.18
242,Natco Pharma,822.65,58.69,15012.65,0.64,65.1,-67.84,377.2,-52.98,13.23,417.14,10.57,8.92
243,Manappuram Fin.,174.65,8.42,14786.64,1.15,369.8,-8.82,1531.92,-2.15,15.28,1723.67,26.47,5.67
244,Timken India,1948.9,64.86,14659.0,0.08,79.19,58.57,557.94,42.37,13.2,143.25,9.81,7.41
245,Brightcom Group,138.9,24.32,14501.17,0.0,212.15,105.97,1103.78,72.91,21.57,483.01,15.87,13.88
246,Radico Khaitan,1079.55,49.52,14438.96,0.22,73.06,-2.16,708.83,12.5,18.73,277.14,16.62,10.67
247,Affle India,1080.05,83.42,14389.08,0.0,47.61,77.12,274.7,103.56,39.16,134.8,45.86,23.39
248,TTK Prestige,10301.2,48.53,14281.95,0.49,103.53,57.72,858.55,34.86,20.85,227.88,16.21,11.87
249,KIOCL,233.6,32.15,14257.76,0.7,-30.33,-196.84,463.34,0.53,20.42,299.59,15.36,12.32
250,Cams Services,2907.85,51.42,14224.29,0.9,65.24,18.15,215.73,33.22,57.7,207.58,43.98,27.81
251,Century Plyboard,638.65,50.2,14202.66,0.16,99.05,97.19,813.64,55.8,20.01,191.47,16.24,11.43
252,Welspun India,141.95,19.47,14164.88,0.11,199.06,10.77,2487.63,26.04,14.74,537.97,16.26,6.55
253,Motil.Oswal.Fin.,954.3,9.13,14047.65,1.05,536.51,80.97,1324.68,63.29,22.14,1316.53,35.02,11.04
254,Exide Inds.,164.45,17.63,13973.95,1.22,196.49,-23.62,4758.22,18.62,17.0,809.9,11.79,3.03
255,Shri.City Union.,2111.55,12.56,13960.56,1.56,298.47,9.98,1712.79,13.61,11.01,1063.96,13.46,3.03
256,Glenmark Pharma.,494.8,13.45,13958.86,0.51,257.66,10.09,3147.45,6.6,14.9,941.37,14.33,6.23
257,KPIT Technologi.,498.5,62.62,13664.67,0.3,65.1,133.42,590.87,21.71,14.02,141.62,12.56,7.91
258,Apollo Tyres,209.25,12.75,13286.24,1.67,173.82,-43.23,5077.32,18.22,9.42,712.38,6.67,2.9
259,IIFL Wealth Mgt,1495.05,28.88,13257.16,3.68,142.49,63.54,485.66,25.35,9.3,370.97,12.75,3.41
260,Birlasoft Ltd,473.55,31.92,13156.92,0.74,103.13,49.35,1011.69,17.99,21.52,320.6,15.75,11.29
261,Bank of Maha,19.25,15.94,12956.2,0.0,274.28,93.6,3207.3,11.84,4.25,571.01,4.92,0.31
262,Suven Pharma,506.1,32.31,12884.85,0.4,96.98,30.91,300.99,26.79,40.43,359.73,35.52,27.18
263,UTI AMC,1009.35,20.41,12818.18,1.68,198.74,67.56,380.37,37.79,20.38,494.18,16.48,14.48
264,Chola Financial,678.45,16.59,12709.59,0.08,303.09,26.82,3583.13,2.4,10.87,824.7,16.53,2.15
265,Castrol India,126.95,16.58,12551.92,2.36,185.9,-9.14,1073.2,21.53,56.79,583.05,41.93,25.23
266,BASF India,2897.85,24.42,12542.15,0.17,137.34,59.79,3405.49,38.45,22.98,288.07,19.01,5.78
267,Finolex Inds.,201.85,13.36,12521.16,0.99,233.25,89.9,1082.95,84.87,35.64,738.24,28.81,20.55
268,Zydus Wellness,1946.55,38.57,12394.02,0.26,21.47,390.53,383.65,12.18,6.46,248.68,6.19,4.42
269,J B Chem & Pharm,1599.85,26.25,12372.97,1.03,97.75,32.42,593.01,33.69,32.76,401.1,24.72,19.86
270,IIFL Finance,324.6,11.47,12304.61,0.92,291.52,37.13,1667.64,13.78,10.31,760.9,15.0,2.03
271,Quess Corp,831.05,216.45,12283.11,0.84,37.56,-22.36,3227.84,23.43,7.72,46.59,2.02,1.18
272,Hindustan Copper,125.8,65.9,12159.84,0.28,67.53,634.02,464.46,57.62,6.35,109.98,10.73,3.45
273,Latent View,612.4,134.92,12107.35,0.0,22.31,-2.15,87.83,20.27,26.74,89.74,22.85,19.57
274,Firstsour.Solu.,169.05,23.48,11811.98,1.77,135.01,28.23,1428.61,20.28,15.59,361.69,13.0,9.83
275,Redington India,150.25,11.29,11727.65,2.53,307.2,72.74,15287.46,11.07,21.17,760.13,16.45,5.41
276,Bajaj Electrical,1022.1,60.21,11695.6,0.0,62.84,18.1,1302.02,6.92,12.26,190.55,13.02,3.97
277,RBL Bank,193.15,,11577.3,0.0,30.8,-78.63,1974.8,-5.81,5.61,508.75,4.38,0.54
278,CESC,87.0,8.5,11532.47,5.17,335.0,-11.38,3494.0,4.27,13.0,1318.05,13.67,3.78
279,K E C Intl.,445.6,23.47,11449.21,0.9,80.29,-28.22,3587.46,10.12,20.65,548.08,17.8,4.08
280,Indiabulls Hous.,246.9,9.73,11422.03,3.65,286.34,-11.4,2232.79,-11.87,9.44,1204.27,7.6,1.23
281,Sterlite Tech.,284.2,26.15,11310.42,0.7,105.74,80.84,1507.53,30.01,12.24,275.47,14.1,3.46
282,Asahi India Glas,460.7,40.88,11242.31,0.22,81.14,117.59,796.53,24.69,11.27,133.07,9.71,3.29
283,Vardhman Textile,1938.9,9.25,11197.48,1.75,481.49,699.55,2385.08,46.75,7.96,409.41,6.54,4.44
284,Lux Industries,3719.45,33.5,11177.54,0.32,100.71,48.85,619.67,24.6,36.43,274.09,31.25,20.34
285,Laxmi Organic,422.75,56.19,11150.31,0.12,14.57,-39.62,608.1,48.39,20.17,127.21,17.41,8.75
286,SJVN,28.3,6.37,11141.04,7.77,404.72,-22.8,882.32,3.31,15.14,1635.96,13.17,9.79
287,Fine Organic,3634.35,76.04,11120.95,0.17,49.87,59.79,438.4,61.78,21.51,120.31,17.82,13.38
288,Route Mobile,1755.5,73.9,11037.65,0.11,42.17,28.29,435.67,24.73,33.2,133.32,28.94,16.12
289,Cyient,998.9,25.35,11022.59,1.7,121.3,44.58,1111.6,10.79,15.29,363.8,13.19,8.44
290,Powergrid Infra.,120.26,28.88,10941.83,,,,,,13.57,378.83,27.53,5.48
291,ABB Power Produc,2572.1,86.86,10903.12,0.08,34.32,138.81,848.65,-9.06,19.45,120.0,13.54,3.46
292,Amara Raja Batt.,632.2,16.59,10797.04,1.74,144.12,-28.46,2264.19,16.96,21.65,637.03,16.2,11.8
293,City Union Bank,145.05,16.85,10717.02,0.34,182.1,15.49,1022.19,-3.65,6.0,592.64,10.64,1.15
294,Amber Enterp.,3170.8,87.54,10701.82,0.0,7.43,347.59,587.48,44.01,9.51,85.03,6.22,2.68
295,Krishna Institu.,1334.9,52.98,10700.66,0.0,81.72,-2.11,411.74,0.52,29.57,201.98,27.64,15.7
296,KEI Industries,1168.65,32.5,10552.59,0.17,91.71,35.05,1353.43,30.52,21.38,273.38,16.64,8.71
297,ITI,111.9,405.18,10441.41,0.0,-55.78,0.46,352.49,-18.78,4.63,11.2,0.48,0.13
298,Godrej Agrovet,538.65,31.02,10344.25,1.49,109.26,2.07,2154.07,24.95,18.01,313.76,16.13,7.36
299,Birla Corpn.,1334.6,15.19,10239.11,0.75,85.55,-48.66,1697.84,2.64,11.61,688.62,13.38,5.49
300,V-Guard Industri,235.85,44.35,10158.32,0.51,59.06,18.1,902.96,46.43,26.16,199.19,18.1,12.07
301,India Grid Trust,144.97,31.45,10133.72,,74.34,-13.07,554.91,41.28,6.73,337.65,6.94,2.13
302,HFCL,77.85,29.78,10030.89,0.19,81.61,54.1,1122.05,6.42,19.66,241.93,13.5,5.51
303,Galaxy Surfact.,2803.55,35.19,9948.25,0.64,41.94,-48.69,877.3,22.07,25.35,303.24,25.6,15.71
304,Balaji Amines,3065.55,30.13,9929.55,0.13,79.75,74.28,525.73,86.18,35.47,237.49,30.59,20.04
305,ERIS Lifescience,731.85,25.86,9914.52,0.82,118.39,9.91,359.67,8.99,27.4,352.8,24.56,21.47
306,Indigo Paints,2068.2,142.89,9830.69,0.0,13.55,-27.96,196.11,26.65,24.65,70.87,18.64,11.49
307,Elgi Equipments,309.05,69.38,9824.74,0.26,51.62,55.25,652.04,35.77,13.08,102.2,12.42,6.16
308,Lak. Mach. Works,9156.6,84.73,9770.06,0.11,43.53,253.9,803.07,102.62,5.08,54.79,3.18,2.15
309,Blue Star,1009.0,65.33,9717.09,0.4,31.36,104.7,1239.74,37.43,12.74,74.7,8.96,2.14
310,PNB Housing,573.65,11.8,9697.1,0.0,233.31,-25.31,1569.35,-22.03,8.74,927.65,11.03,1.24
311,Zensar Tech.,425.5,24.62,9628.72,0.85,94.4,5312.97,1050.6,7.27,22.25,330.16,14.9,9.61
312,Aster DM Health.,191.3,27.33,9543.29,0.0,106.91,225.35,2504.34,11.66,9.91,341.48,11.58,3.42
313,Chemplast Sanmar,600.55,22.49,9490.39,0.0,151.34,1363.27,1672.99,80.6,40.44,421.9,21.53,9.82
314,Poly Medicure,985.5,62.85,9425.78,0.25,38.23,9.2,223.37,11.89,21.76,135.16,19.3,13.58
315,Akzo Nobel,2072.5,32.14,9425.76,2.41,55.72,-15.93,740.79,22.07,21.93,209.49,16.58,8.63
316,Jubilant Pharmo,590.9,11.39,9420.93,0.85,142.84,-36.24,1657.45,4.15,14.96,835.87,16.16,8.13
317,Jubilant Ingrev.,587.45,147.44,9355.35,0.06,110.79,,1222.57,,7.88,63.45,6.6,3.77
318,Tata Steel BSL,85.35,1.31,9332.51,0.0,1837.03,437.6,8308.72,50.54,12.01,2494.29,12.63,6.57
319,Angel One,1110.0,21.31,9179.09,1.05,134.2,80.18,527.34,70.19,26.85,298.38,34.65,8.52
320,Mahindra CIE,239.3,21.38,9070.69,0.0,166.32,173.73,2090.69,23.4,3.66,96.31,2.02,1.07
321,Saregama India,4645.6,69.77,9042.69,0.43,33.8,19.9,145.09,34.21,33.94,112.55,24.88,16.17
322,Mahanagar Gas,907.45,10.69,8964.59,2.53,204.29,41.53,830.14,63.82,26.58,619.58,20.03,14.2
323,Ratnamani Metals,1911.7,30.68,8942.91,0.73,71.52,26.09,711.7,23.37,18.63,275.88,14.93,10.69
324,Capri Global,508.3,50.92,8897.58,0.08,52.45,-13.97,213.88,17.29,10.65,176.97,10.87,3.45
325,Brookfield India,292.59,350.77,8874.42,,68.28,31136.36,211.71,,,25.3,,
326,Intellect Design,660.65,28.16,8840.41,0.0,79.24,33.9,452.14,21.61,21.57,263.66,21.63,13.58
327,Finolex Cables,573.05,16.04,8762.61,0.96,144.77,41.39,932.98,45.91,19.64,461.48,14.38,12.66
328,BSE,1945.05,47.72,8757.46,1.08,65.14,39.16,219.28,46.27,8.58,144.9,5.89,3.96
329,P & G Health Ltd,5228.95,50.22,8684.07,0.76,55.37,-6.56,272.8,3.35,29.13,177.11,22.0,16.38
330,Jindal Stain.,170.8,7.63,8610.29,0.0,407.47,398.56,5026.72,51.68,16.51,356.72,12.16,3.33
331,Sonata Software,816.9,27.3,8592.55,1.71,91.17,59.39,963.18,19.83,41.62,241.72,30.69,13.57
332,Vaibhav Global,523.1,29.63,8571.24,0.96,42.18,-40.22,634.79,6.01,35.94,271.78,31.69,21.87
333,BEML Ltd,2044.15,83.4,8517.34,0.29,10.66,-38.1,1000.42,50.73,4.55,68.9,3.08,1.25
334,Aegis Logistics,242.65,28.61,8515.25,0.82,94.4,65.73,635.24,-2.32,16.57,223.38,12.44,8.4
335,Sundaram Clayton,4177.4,16.22,8462.05,0.62,148.31,26.85,6800.86,24.48,11.84,333.03,12.41,2.77
336,HLE Glascoat,6175.15,136.09,8449.52,0.06,13.1,15.52,110.01,0.95,40.94,53.63,41.4,15.13
337,Allcargo Logist.,343.2,22.04,8447.12,0.58,228.01,246.53,4977.86,113.04,9.81,172.9,7.81,1.81
338,TCI Express,2171.6,62.67,8396.73,0.18,34.04,44.91,273.44,28.41,33.89,99.63,25.84,20.43
339,EID Parry,474.1,16.61,8390.42,1.16,243.84,-23.27,6978.41,19.57,27.49,478.04,11.8,7.58
340,Netwrk.18 Media,79.3,54.35,8290.82,0.0,39.02,512.04,1387.24,30.76,19.85,32.29,6.08,6.48
341,Multi Comm. Exc.,1623.25,45.31,8277.8,1.7,32.66,-44.22,83.19,-30.49,15.69,183.2,13.19,7.0
342,Anupam Rasayan,819.5,73.58,8199.97,0.06,35.83,37.65,248.92,13.29,9.98,70.06,6.47,3.54
343,NLC India,59.1,5.99,8195.02,4.23,185.72,149.27,3093.8,47.84,7.79,1075.41,7.96,2.07
344,Dilip Buildcon,557.7,,8141.92,0.18,-444.48,-2852.59,2855.52,30.59,13.26,255.42,7.81,2.38
345,Prince Pipes,732.85,31.41,8099.68,0.48,76.09,63.39,761.01,65.92,28.84,223.51,23.76,14.82
346,CreditAcc. Gram.,519.2,79.06,8083.59,0.0,71.99,-7.91,509.91,8.34,8.2,142.39,4.52,1.22
347,H U D C O,40.1,4.75,8047.91,5.42,370.4,-18.99,1736.92,-6.46,9.45,1578.5,12.37,2.06
348,Mastek,2706.4,30.98,8040.76,0.54,72.29,41.88,533.93,30.31,30.25,204.49,24.8,11.81
349,Shyam Metalics,314.8,5.45,8040.22,0.86,414.18,159.22,2494.34,86.82,26.67,842.61,26.08,16.08
350,Sobha,842.0,81.11,7996.96,0.42,48.3,198.15,819.1,56.92,12.25,62.14,2.56,0.56
351,Orient Electric,371.2,51.06,7883.78,0.54,34.77,7.25,594.38,37.03,35.46,119.94,29.43,11.3
352,Indbull.RealEst.,171.7,42.25,7829.17,0.0,5.54,107.28,349.32,1633.6,5.94,4.22,0.14,0.05
353,IRB Infra.Devl.,222.15,27.73,7796.93,0.0,42.31,315.21,1465.24,30.44,9.44,115.78,1.7,0.29
354,Can Fin Homes,583.3,16.61,7758.04,0.34,123.64,-3.72,467.77,-11.03,8.54,456.1,19.16,2.12
355,NBCC,43.1,27.61,7758.0,1.09,72.04,68.28,1912.57,38.94,19.44,220.29,14.27,1.82
356,Astrazeneca Phar,3096.45,109.88,7748.89,0.06,11.95,-54.63,197.71,-5.62,29.84,91.72,22.35,12.39
357,KNR Construct.,275.1,19.56,7731.1,0.09,80.45,-49.21,842.01,28.38,22.15,407.38,23.2,8.52
358,Home First Finan,881.7,60.6,7707.72,0.0,44.87,213.12,146.14,34.32,9.01,100.14,8.66,2.51
359,Granules India,305.9,15.95,7580.2,0.49,80.68,-50.69,888.33,3.52,25.39,549.74,27.37,15.85
360,Nazara Technolo.,2305.8,260.34,7484.83,0.0,10.1,-58.78,129.6,17.82,2.82,8.96,1.55,1.49
361,PNC Infratech,290.2,12.91,7443.48,0.17,132.47,68.41,1797.69,43.99,16.95,497.38,17.74,5.19
362,Borosil Renew.,571.25,49.14,7429.41,0.0,34.11,142.6,160.52,40.7,28.9,89.65,19.06,14.04
363,Bharat Dynamics,403.9,22.35,7417.3,1.82,43.25,64.76,503.83,79.4,12.99,257.69,9.74,4.38
364,Glenmark Life,603.85,21.03,7404.33,1.74,115.2,58.96,561.76,7.86,96.86,352.02,60.99,18.91
365,Rossari Biotech,1339.25,85.53,7387.19,0.04,24.41,12.02,338.61,94.93,28.76,78.78,22.9,15.56
366,eClerx Services,2120.95,20.37,7370.22,0.05,100.74,65.17,523.25,45.03,22.67,266.42,17.64,14.36
367,Rain Industries,218.8,7.48,7362.83,0.46,235.56,99.36,3849.01,50.0,9.85,557.3,10.62,3.47
368,JK Lakshmi Cem.,621.25,14.32,7310.25,0.6,84.34,-5.82,1208.8,6.81,20.19,406.28,21.49,8.08
369,Tata Inv.Corpn.,1441.95,39.6,7306.19,1.66,100.46,-4.88,89.04,18.82,1.5,153.97,1.38,1.34
370,Avanti Feeds,535.1,28.68,7282.91,1.17,24.12,-70.01,1226.0,8.34,28.93,322.54,20.38,17.1
371,F A C T,111.5,18.48,7244.25,0.0,36.45,-20.87,781.65,-25.33,99.46,351.98,,11.71
372,Rail Vikas,34.35,6.48,7162.05,4.6,279.24,48.71,4025.82,26.5,11.31,922.41,17.26,6.95
373,Team Lease Serv.,4147.15,366.15,7092.41,0.0,-49.48,-332.52,1523.56,34.94,14.26,79.53,12.99,6.28
374,MTAR Technologie,2295.8,129.12,7054.94,0.13,19.06,37.22,91.3,24.57,19.21,46.08,13.13,9.88
375,Jindal Stain. Hi,297.7,4.84,7038.55,0.0,497.47,212.18,3743.08,62.85,24.54,664.44,25.35,9.78
376,TV18 Broadcast,41.05,11.34,7028.84,0.0,140.86,87.61,1307.9,29.14,14.94,455.56,11.5,8.97
377,Bombay Burmah,1001.7,17.44,6991.85,0.12,184.17,311.65,3697.62,6.0,29.77,369.16,6.98,10.75
378,Equitas Sma. Fin,60.9,25.23,6980.24,0.0,41.19,-60.01,843.58,5.77,9.14,384.18,12.51,1.75
379,Privi Speci.,1779.65,62.81,6941.26,0.11,14.73,13.74,288.87,-3.54,13.55,99.86,15.17,6.92
380,S C I,147.95,11.12,6884.59,0.17,243.01,71.27,1221.31,44.84,6.06,691.47,8.84,5.06
381,SIS,463.6,20.77,6816.84,0.0,68.24,-36.53,2430.93,12.65,30.43,570.64,35.45,11.96
382,Supreme Petroch.,719.8,10.02,6776.68,2.08,127.07,47.5,1190.76,71.56,71.9,476.78,54.86,31.68
383,Garware Tech.,3273.5,40.0,6767.51,0.08,40.89,-7.8,281.83,5.03,23.96,154.92,19.99,12.35
384,MMTC,45.15,77.98,6764.56,0.0,-597.17,204.26,9306.63,131.02,-0.9,86.75,17.65,1.46
385,GMM Pfaudler,4590.7,104.03,6709.87,0.11,34.6,28.82,647.24,247.51,15.87,73.36,19.93,5.61
386,JM Financial,70.05,9.1,6685.56,0.71,174.43,25.44,962.24,20.16,11.85,590.2,9.34,3.66
387,Symphony,948.8,53.13,6641.62,0.53,30.0,87.5,220.0,15.18,16.44,112.49,16.09,9.88
388,Edelweiss.Fin.,70.1,10.4,6597.46,2.07,57.29,218.12,1821.14,-18.07,10.23,265.34,4.18,0.51
389,Balrampur Chini,323.5,15.61,6592.37,0.77,83.1,6.13,1213.83,-5.89,16.53,474.17,18.84,10.04
390,Rites,270.15,13.5,6495.44,4.81,168.97,30.41,755.18,72.06,23.37,429.25,17.08,7.49
391,Kama Holdings,10068.45,8.63,6494.15,1.07,194.0,17.75,2856.63,34.89,24.71,605.8,18.49,9.83
392,Sunteck Realty,439.45,115.56,6455.23,0.34,15.26,34.81,136.32,-7.28,4.18,46.28,1.68,1.12
393,Godfrey Phillips,1238.15,14.81,6447.59,1.94,104.94,1.47,645.71,-7.93,15.45,376.51,15.78,8.7
394,Olectra Greentec,780.55,333.47,6395.96,0.0,3.6,921.57,71.43,42.18,2.5,8.1,1.13,0.85
395,G N F C,407.6,5.87,6337.26,1.96,284.65,102.08,2095.93,76.55,15.83,696.94,12.26,8.29
396,Hinduja Global,3025.15,13.77,6336.9,0.83,136.5,67.51,1582.56,18.76,23.17,353.45,18.58,8.43
397,Cera Sanitary.,4847.0,48.18,6309.59,0.27,43.04,74.82,403.25,24.43,15.39,100.77,11.97,7.64
398,Prism Johnson,123.95,22.7,6236.63,0.0,38.02,30.03,1509.56,11.75,11.36,171.23,14.72,2.38
399,Hikal,505.6,33.55,6233.46,0.4,44.06,63.49,469.06,26.12,16.14,133.13,15.22,7.23
400,Suzlon Energy,7.0,,6213.5,0.0,-10.55,-101.56,1355.62,85.24,10.95,104.18,,-10.58
401,EPL Ltd,195.7,26.19,6187.9,2.09,50.7,-24.33,870.1,12.81,16.9,250.06,15.48,8.83
402,Just Dial,712.95,52.8,5960.04,0.0,32.91,-30.48,155.98,-6.89,12.44,136.2,10.67,7.53
403,Praj Industries,323.85,43.78,5941.78,0.67,33.33,192.63,532.41,104.58,15.21,80.82,10.63,5.87
404,Caplin Point Lab,782.25,21.42,5925.11,0.38,74.98,31.8,303.53,13.21,32.46,237.96,25.73,19.84
405,Vijaya Diagnost.,579.7,70.36,5913.47,0.0,27.71,4.88,112.71,-0.38,27.16,84.04,26.53,16.55
406,Triveni Turbine,181.2,52.83,5866.33,0.66,173.76,-12.31,206.46,11.41,24.71,109.64,18.78,12.36
407,India Cements,185.95,30.16,5757.82,0.54,29.75,-57.01,1234.85,13.29,6.62,211.51,3.8,1.88
408,Polyplex Corpn,1829.45,12.4,5754.98,8.96,96.04,25.54,1547.58,26.1,26.46,512.01,16.84,14.48
409,Thyrocare Tech.,1085.4,28.23,5743.69,2.3,77.73,80.56,176.21,14.98,35.7,107.56,27.1,21.29
410,Kalpataru Power,380.05,11.41,5663.02,2.63,83.0,-36.99,3549.0,17.05,18.59,671.02,18.91,3.31
411,KRBL,238.6,10.03,5622.42,1.47,136.22,-9.07,1053.69,-7.02,19.92,558.91,16.39,12.35
412,Suprajit Engg.,404.95,29.18,5612.27,0.43,49.55,9.4,493.67,11.4,16.55,142.69,15.48,8.59
413,Tatva Chintan,2509.4,106.42,5564.52,0.0,32.41,810.39,123.62,105.9,28.06,52.29,36.87,18.55
414,Easy Trip Plann.,505.25,57.58,5558.55,0.4,27.28,340.0,43.68,339.44,65.49,62.3,46.48,18.79
415,Jyothy Labs,150.0,32.36,5506.29,2.67,44.57,-28.76,585.35,16.03,18.17,199.45,15.01,11.08
416,RHI Magnesita,338.5,30.48,5448.11,0.74,42.83,32.72,431.39,24.57,23.35,135.95,18.11,11.77
417,Infibeam Avenues,40.15,65.12,5354.86,0.12,18.58,98.93,310.99,109.14,2.94,72.33,2.51,2.1
418,Mazagon Dock,262.0,8.08,5280.19,2.76,135.03,16.89,1570.11,42.79,22.82,608.92,18.76,2.64
419,Tejas Networks,460.25,97.32,5254.51,0.0,3.66,-19.21,172.78,56.99,2.07,34.72,3.13,2.72
420,JBM Auto,1107.3,56.87,5241.95,0.14,25.3,23.47,752.72,45.5,9.14,49.38,6.82,2.21
421,Transport Corp.,677.3,21.83,5227.2,0.37,75.41,106.04,825.14,18.4,14.61,156.91,14.31,9.37
422,CCL Products,391.95,27.51,5212.67,1.02,49.34,3.96,336.63,4.5,16.54,182.26,18.08,11.05
423,NIIT,389.4,27.16,5207.04,0.64,52.43,101.34,314.18,43.55,8.27,105.03,6.71,5.04
424,Triven.Engg.Ind.,213.0,14.14,5146.93,0.82,92.47,196.57,1068.46,-8.55,19.07,296.88,20.51,7.74
425,Johnson Con. Hit,1878.1,92.55,5097.71,0.0,-9.27,51.29,397.24,28.11,5.97,28.17,3.99,1.75
426,Heidelberg Cem.,224.3,15.33,5087.47,3.57,59.56,-4.55,576.47,12.21,24.94,312.73,22.27,11.09
427,Indo Count Inds.,257.2,14.4,5081.89,0.58,84.87,3.74,766.95,5.93,23.3,250.63,22.08,12.64
428,Apollo Tricoat,831.5,32.97,5055.52,0.0,33.43,40.4,600.06,81.57,43.9,105.01,41.69,23.04
429,Shilpa Medicare,576.6,134.96,5000.14,0.19,19.96,-56.02,295.27,5.85,7.75,147.78,10.53,4.37
430,Rallis India,254.5,26.5,4953.15,1.18,56.49,-30.86,727.8,0.38,18.25,212.8,14.19,8.45
431,Mahindra Logis.,687.0,99.0,4947.81,0.36,9.8,-34.58,1019.11,22.41,7.89,30.0,5.39,2.0
432,Aarti Drugs,531.25,23.34,4922.17,0.47,42.59,-43.42,579.62,0.26,34.27,280.41,35.81,16.77
433,VST Industries,3174.9,16.51,4899.91,3.59,79.88,-9.78,271.6,-9.57,48.31,310.78,35.98,21.56
434,Guj Pipavav Port,101.25,22.78,4897.3,4.44,45.54,2.7,194.7,6.59,14.51,221.66,9.79,8.4
435,Jindal Poly Film,1121.55,5.57,4894.42,0.18,254.31,-5.86,1456.43,33.47,31.95,783.64,34.86,17.03
436,Mah. Scooters,4243.05,33.81,4844.89,1.18,135.7,7004.71,2.99,45.15,0.07,8.74,0.07,0.07
437,IFB Industries,1177.25,87.99,4820.72,0.0,24.67,-23.0,957.96,33.97,12.37,56.19,8.29,3.23
438,Wockhardt,432.55,,4797.25,0.0,33.53,844.51,862.0,20.72,13.14,828.01,27.38,10.46
439,FDC,283.0,16.27,4756.93,0.0,72.4,-17.83,397.62,7.06,22.24,301.35,18.37,15.04
440,Craftsman Auto,2243.75,29.44,4741.09,0.0,49.41,97.8,568.84,55.1,14.72,96.39,11.27,4.12
441,Greenpanel Inds.,380.4,25.42,4669.02,0.0,67.06,264.46,422.22,87.75,11.82,71.32,10.25,4.88
442,CSB Bank,268.9,16.94,4666.78,0.0,118.57,72.09,495.85,5.51,5.93,218.33,10.55,1.03
443,G S F C,116.6,7.57,4650.29,1.89,231.29,33.89,2532.01,19.95,6.04,450.13,5.59,3.93
444,Gujarat Alkalies,631.35,22.57,4639.98,1.27,74.57,12.9,825.76,29.38,4.69,165.96,3.33,2.54
445,JSW Holdings,4175.55,35.49,4626.43,0.0,99.3,169.84,134.39,167.02,0.9,65.71,0.67,0.61
446,CEAT,1133.7,12.77,4586.85,1.59,41.98,-76.71,2451.76,23.92,14.36,468.26,15.05,6.05
447,Cochin Shipyard,345.45,7.25,4549.99,4.49,135.82,25.34,696.29,5.92,21.82,610.11,15.83,8.83
448,NCC,74.05,13.33,4519.01,1.08,113.91,42.67,2581.37,51.11,11.61,258.72,5.15,2.0
449,La Opala RG,404.25,55.16,4491.98,0.37,27.35,270.09,92.29,117.61,10.4,48.93,8.08,7.23
450,Jamna Auto Inds.,111.85,35.89,4454.58,0.67,27.07,233.37,351.9,88.62,17.27,73.37,13.38,8.77
451,GE Shipping Co,300.25,16.94,4417.17,3.0,223.06,56.94,885.01,14.2,8.04,736.65,10.16,5.27
452,Esab India,2866.45,56.25,4411.92,1.53,23.66,33.75,221.21,33.31,26.77,58.32,19.54,13.78
453,Deepak Fertiliz.,366.2,10.5,4406.25,2.05,90.82,14.48,1793.01,27.69,14.79,396.21,16.51,5.72
454,KSB,1239.8,30.44,4322.13,0.69,38.9,-8.9,368.1,1.6,17.53,94.38,10.98,6.34
455,Reliance Power,12.7,50.09,4307.7,0.0,-49.05,-146.42,1847.24,-24.58,7.57,226.65,1.88,0.86
